Origin,Destination,Unc_0.7_Cov_0.7,Unc_0.7_Cov_0.75,Unc_0.7_Cov_0.8,Unc_0.7_Cov_0.85,Unc_0.7_Cov_0.9,Unc_0.7_Cov_0.95,Unc_0.7_Cov_1,Unc_0.75_Cov_0.7,Unc_0.75_Cov_0.75,Unc_0.75_Cov_0.8,Unc_0.75_Cov_0.85,Unc_0.75_Cov_0.9,Unc_0.75_Cov_0.95,Unc_0.75_Cov_1,Unc_0.8_Cov_0.7,Unc_0.8_Cov_0.75,Unc_0.8_Cov_0.8,Unc_0.8_Cov_0.85,Unc_0.8_Cov_0.9,Unc_0.8_Cov_0.95,Unc_0.8_Cov_1,Unc_0.85_Cov_0.7,Unc_0.85_Cov_0.75,Unc_0.85_Cov_0.8,Unc_0.85_Cov_0.85,Unc_0.85_Cov_0.9,Unc_0.85_Cov_0.95,Unc_0.85_Cov_1,Unc_0.9_Cov_0.7,Unc_0.9_Cov_0.75,Unc_0.9_Cov_0.8,Unc_0.9_Cov_0.85,Unc_0.9_Cov_0.9,Unc_0.9_Cov_0.95,Unc_0.9_Cov_1,Unc_0.95_Cov_0.7,Unc_0.95_Cov_0.75,Unc_0.95_Cov_0.8,Unc_0.95_Cov_0.85,Unc_0.95_Cov_0.9,Unc_0.95_Cov_0.95,Unc_0.95_Cov_1,Unc_1_Cov_0.7,Unc_1_Cov_0.75,Unc_1_Cov_0.8,Unc_1_Cov_0.85,Unc_1_Cov_0.9,Unc_1_Cov_0.95,Unc_1_Cov_1
Toledo,Chicago,305.5269091,305.6605833,306.47648,306.7632222,307.7593929,312.7238333,317.0976875,309.1009091,309.2501042,310.1198,310.4215741,311.4770536,316.7759167,321.445,310.7847273,312.8285833,313.76312,314.0799259,315.1947143,320.828,325.7923125,314.2415,316.4070625,317.40644,317.7382778,318.912375,324.8800833,330.139625,317.6982727,319.9855417,319.05896,321.3966296,322.6300357,328.9321667,334.4869375,321.1550455,323.5640208,322.59128,325.0549815,326.3476964,332.98425,338.83425,324.6118182,327.1425,326.1236,328.7133333,330.0653571,337.0363333,343.1815625
Toledo,Cleveland,156.87224,155.575963,154.9531429,153.7965667,152.576125,157.9478824,162.9444167,159.1918,157.7971296,157.1339286,155.8980833,154.5985938,160.3507353,165.7072917,161.51136,160.0182963,159.3147143,157.9996,156.6210625,162.7535882,168.4701667,163.83092,162.239463,161.4955,160.1011167,158.6435312,165.1564412,171.2330417,166.15048,164.4606296,163.6762857,162.2026333,160.666,167.5592941,173.9959167,168.47004,166.6817963,165.8570714,164.30415,162.6884687,169.9621471,176.7587917,170.7896,168.902963,168.0378571,166.4056667,164.7109375,172.365,179.5216667
Toledo,Detroit,93.18575,92.29330769,100.022,106.7478,112.2414375,116.1362353,121.8777778,95.049375,94.08903846,102.3696429,109.5888333,115.4751563,119.6617647,125.8102778,96.913,95.88476923,104.7172857,112.4298667,118.708875,123.1872941,129.7427778,98.776625,97.6805,107.0649286,115.2709,121.9425938,126.7128235,133.6752778,100.64025,99.47623077,109.4125714,118.1119333,125.1763125,130.2383529,137.6077778,102.503875,101.2719615,111.7602143,120.9529667,128.4100313,133.7638824,141.5402778,104.3675,103.0676923,114.1078571,123.794,131.64375,137.2894118,145.4727778
Toledo,Duluth,831.0295556,835.3939,831.2887273,831.2887273,835.33075,830.7078462,835.9036429,840.0333333,844.63825,840.3,840.3,844.569375,839.6665385,845.1855357,849.0371111,853.8826,849.3112727,849.3112727,853.808,848.6252308,854.4674286,858.0408889,863.12695,858.3225455,858.3225455,863.046625,857.5839231,863.7493214,867.0446667,872.3713,867.3338182,867.3338182,872.28525,866.5426154,873.0312143,876.0484444,881.61565,876.3450909,876.3450909,881.523875,875.5013077,882.3131071,885.0522222,890.86,885.3563636,885.3563636,890.7625,884.46,891.595
Toledo,Hamilton,328.4954,326.4017188,330.0211176,330.7662778,333.7759211,336.450125,337.7402791,333.3378333,331.1139844,332.0606618,335.8022222,339.0311184,341.9101875,343.3053488,338.1802667,335.82625,336.8422941,340.8381667,344.2863158,347.37025,348.8704186,343.0227,340.5385156,341.6239265,345.8741111,349.5415132,352.8303125,354.4354884,347.8651333,345.2507813,346.4055588,350.9100556,354.7967105,358.290375,360.0005581,352.7075667,349.9630469,351.1871912,355.946,360.0519079,359.9026,365.5656279,357.55,354.6753125,355.9688235,360.9819444,365.3071053,365.1665,371.1306977
Toledo,Milwaukee,420.3420182,419.7897833,418.0033281,418.3663134,417.9645,419.9450267,423.3953125,425.8411364,425.229625,423.3119922,423.7172761,423.2922222,425.4755333,429.1283438,431.3402545,430.6694667,428.6230938,428.0977313,428.6199444,430.96224,434.861375,436.8393727,436.1093083,433.9379844,432.3498134,433.9476667,436.4489467,440.5944063,442.3384909,441.54915,439.252875,437.5747015,439.2753889,441.9356533,446.3274375,447.8376091,446.9889917,444.5677656,442.7995896,444.6031111,447.42236,452.0604688,453.3367273,452.4288333,449.8826562,448.0244776,449.9308333,452.9090667,457.7935
Toledo,Montreal,752.2507818,752.3470847,753.4479524,753.4436119,754.7665775,754.6888533,751.9241899,761.6725909,761.7774153,762.9129365,762.921791,764.3500352,764.2693333,761.3206013,771.0944,771.1670169,772.3734286,772.3999701,773.933493,773.8498133,770.7170127,781.6576364,780.5566186,780.6139762,781.8781493,783.5169507,783.4302933,780.1134241,789.8628727,789.9344746,790.0032857,791.3563284,793.1004085,793.0107733,789.5098354,799.2364364,799.3010508,799.3925952,800.8345075,802.6838662,802.5912533,798.9062468,808.61,808.6694915,808.7819048,810.3126866,812.2673239,812.1717333,808.3026582
Toledo,Thunder Bay,966.7477667,966.628375,964.5999412,964.6192222,964.6183684,967.56225,972.4240698,977.66925,977.5742188,975.3988235,975.4383333,978.2142105,978.55025,983.6977326,988.5907333,988.5200625,986.1977059,986.2574444,989.1911579,989.5354,994.9713953,999.5122167,999.4659063,996.9965882,997.0765556,1000.168105,1000.518175,1006.245058,1010.4337,1010.41175,1007.795471,1007.895667,1011.145053,1011.50095,1017.518721,1021.355183,1021.357594,1018.594353,1018.714778,1022.122,1022.483725,1028.792384,1032.276667,1032.303438,1029.393235,1029.533889,1033.098947,1033.4665,1040.066047
Toledo,Toronto,406.0069231,404.5267143,406.8154667,408.8591875,411.0224706,408.5662222,405.6143158,412.0857692,410.5539286,413.0546667,415.2542188,417.5467647,414.9275,411.8005263,418.1646154,416.5811429,419.2744,421.64925,424.0710588,421.2887778,417.9867368,420.7263846,422.6083571,425.4819667,428.0442813,430.5953529,427.6500556,424.1729474,426.5978462,428.6355714,431.6895333,434.4393125,437.1196471,434.0113333,430.3591579,432.4693077,434.6627857,437.8971,440.8343438,443.6439412,440.3726111,436.5453684,438.3407692,440.69,444.1046667,447.229375,450.1682353,446.7338889,442.7315789
Toledo,Windsor,99.2648125,98.10128571,98.09332432,97.29615385,99.60104762,103.6837045,109.7138936,101.2628125,100.0179286,100.0073649,99.15807692,101.6190476,105.9911932,112.4509043,103.2608125,101.9345714,101.9214054,101.02,103.6370476,108.2986818,115.1879149,105.2588125,103.8512143,103.8354459,102.8819231,105.6550476,110.6061705,117.9249255,107.2568125,105.7678571,105.7494865,104.7438462,107.6730476,112.9136591,120.6619362,109.2548125,107.6845,107.663527,106.6057692,109.6910476,115.2211477,123.3989468,111.2528125,109.6011429,109.5775676,108.4676923,111.7090476,117.5286364,126.1359574
Toronto,Chicago,663.7461429,663.805,663.0276667,664.8871538,663.8564815,666.2867931,662.5923871,673.8096429,672.0144565,671.1725,673.1386538,672.0293519,674.6168103,670.7272581,682.1654286,680.223913,681.2038333,681.3901538,680.2022222,682.9468276,678.862129,690.5212143,690.469413,689.4625625,689.6416538,688.3750926,691.2768448,686.997,698.877,698.7935217,697.7212917,697.8931538,696.547963,699.6068621,695.131871,709.6577143,707.1176304,705.9800208,706.1446538,704.7208333,707.9368793,703.2667419,718.1380952,715.4452174,714.23875,714.3961538,712.8937037,716.2668966,711.4016129
Toronto,Cleveland,408.6177647,406.1843889,401.6997,404.0050952,401.9205909,404.0563913,403.96032,415.0147059,412.4243056,407.657,410.1125,407.8992045,410.2075,410.1316,421.4116471,418.6642222,413.6143,416.2199048,413.8778182,416.3586087,416.30288,427.8085882,424.9041389,419.5716,422.3273095,419.8564318,422.5097174,422.47416,434.2055294,431.1440556,425.5289,428.4347143,425.8350455,428.6608261,428.64544,440.6024706,437.3839722,431.4862,434.542119,431.8136591,434.8119348,434.81672,446.9994118,443.6238889,437.4435,440.6495238,437.7922727,440.9630435,440.988
Toronto,Detroit,342.9819231,346.7766429,349.0111364,351.4697234,353.58246,354.7404528,353.9964286,348.0545513,352.1299405,354.5214773,357.8819681,360.0955,360.7139623,359.9235714,353.1512308,357.4832381,360.0318182,363.6400851,366.02092,366.6874717,365.8507143,358.252141,362.9146548,365.5421591,369.3982021,371.94634,372.6609811,371.7778571,363.3377949,368.2754048,371.0525,375.1563191,378.54976,378.6344906,377.705,368.4452436,373.6361548,376.5628409,380.9144362,384.50268,384.608,383.6321429,373.5258974,378.9969048,382.0731818,386.6725532,390.6646,390.5815094,389.5592857
Toronto,Duluth,1073.20194,1075.490463,1076.788807,1080.845574,1083.897453,1086.230853,1088.847056,1084.48955,1086.954676,1088.321754,1092.650574,1095.907383,1098.391029,1101.164167,1095.77716,1098.418889,1099.854702,1104.455574,1107.917313,1110.551206,1113.481278,1107.06477,1109.883102,1111.387649,1116.260574,1119.927242,1122.711382,1125.798389,1118.35238,1121.347315,1122.920596,1128.065574,1131.937172,1134.871559,1138.1155,1129.63999,1132.811528,1134.453544,1139.870574,1143.947102,1147.031735,1150.432611,1140.9276,1144.254259,1145.986491,1151.675574,1155.957031,1159.191912,1162.749722
Toronto,Hamilton,93.52029032,95.18780597,101.3419028,105.4870921,110.1361235,113.5053294,117.6341,95.88967742,97.20414179,103.8543403,108.3202303,113.5935185,116.9556765,121.40025,97.83258065,99.22047761,106.3667778,111.1667368,116.8197778,120.4060235,125.1664,100.2736613,101.2395597,108.8739375,114.015875,120.046037,123.8563706,128.93255,102.2507742,103.2531493,111.3797083,116.8650132,123.2722963,127.3067176,132.6987,104.2278871,105.2694851,113.6762153,119.7141513,126.4985556,131.2788176,136.46485,106.7756452,107.2858209,116.1722222,122.5632895,129.7248148,134.7408235,140.231
Toronto,Milwaukee,758.2718148,761.2616,761.19375,762.2859091,763.1673611,762.0857027,761.00545,767.2076852,770.3835,772.586875,773.6714394,772.368125,771.1918243,770.050625,776.1435556,779.5054,781.8021875,782.9433939,781.5688889,780.3006486,779.0958,785.0794259,788.6273,791.0175,792.2153485,790.7696528,789.4417703,788.140975,794.0152963,797.7077333,800.2328125,801.487303,799.9704167,798.5828919,797.18615,802.9209444,806.7842,809.448125,810.7592576,809.1711806,807.7240135,806.231325,811.8107407,815.8606667,818.6634375,820.0312121,818.3719444,816.8651351,815.2765
Toronto,Montreal,463.2433415,461.8157778,461.0448958,461.01276,460.8141111,459.2254821,458.9118333,469.5015244,467.9994444,467.2409896,467.2292,465.4388426,465.3535268,465.0158333,477.0330732,474.1831111,471.9252917,473.43052,471.5394074,471.4815714,471.1198333,483.3698659,480.3667778,478.0263646,479.62699,477.6399722,477.6096161,477.2238333,489.7066585,486.5504444,484.1274375,485.82346,483.740537,483.7168036,483.3278333,496.0434512,492.7341111,490.2285104,492.01993,489.8411019,489.8169732,489.4318333,502.3802439,498.9177778,496.3295833,498.2164,493.9533333,495.9171429,495.5358333
Toronto,Thunder Bay,1135.471313,1135.290265,1132.353778,1128.104769,1127.766805,1124.601651,1122.493478,1149.595781,1149.42125,1146.212222,1141.67141,1141.307744,1137.948779,1135.744783,1163.72025,1163.552235,1160.070667,1155.238051,1154.848683,1151.295907,1148.996087,1177.844719,1177.683221,1173.972819,1168.804692,1168.389622,1164.643035,1162.247391,1191.969187,1191.814206,1187.885028,1182.371333,1181.930561,1177.990163,1175.498696,1206.093656,1205.945191,1201.797236,1195.937974,1195.4715,1191.337291,1188.75,1220.218125,1220.076176,1215.709444,1209.504615,1209.012439,1204.684419,1202.001304
Toronto,Toledo,409.9181591,412.44,414.85644,415.8121321,418.3771607,419.3267797,417.7002381,415.8109659,418.6882979,421.1546,422.1629717,424.9101339,425.9260169,424.2073413,423.5292727,424.8041702,427.45276,430.256717,431.4431071,432.5252542,430.7144444,429.89675,433.0534043,435.5427,436.7202264,437.9671875,439.1244915,437.2215476,438.0271591,439.4071702,442.38922,443.1837358,444.4854464,445.7237288,443.7286508,444.6867841,447.9639255,448.81151,449.6472453,451.0037054,452.3229661,450.235754,450.8579545,454.3342553,455.2338,456.1107547,457.5219643,458.9222034,456.7428571
Toronto,Windsor,310.7607609,310.3143469,309.8017885,309.7769643,313.1900169,316.2859516,319.9924545,314.8139674,314.3361735,313.775625,313.7376786,317.3927542,320.7030242,324.6774242,318.8671739,318.358,317.7494615,317.6983929,321.5954915,325.1200968,329.3623939,322.9203804,322.3798265,321.7232981,321.6591071,325.7982288,329.5371694,334.0473636,326.973587,326.4016531,325.6971346,325.6198214,330.0009661,333.9542419,338.7323333,331.0267935,331.5600102,330.9616346,329.5805357,334.2037034,338.3713145,343.417303,335.08,335.6210204,334.9880769,333.54125,338.4064407,342.7883871,348.1022727
Windsor,Chicago,361.9922273,361.6055745,363.1765,364.5498491,368.1058571,371.3587119,375.2214286,367.1608523,365.7521277,367.42365,368.8020283,372.6990179,376.1772881,380.3103968,371.4036818,369.8986809,371.6708,373.143283,377.2921786,380.9958644,385.3993651,375.6478977,374.045234,375.91795,377.4845377,381.8853393,385.8144407,390.4883333,379.89375,378.1917872,380.1651,381.8257925,386.4785,390.6330169,395.5773016,384.1396023,383.5692979,384.41225,386.1670472,391.0683214,395.4515932,400.6662698,388.3854545,387.7770213,388.6594,390.5083019,395.6569643,400.2701695,405.7552381
Windsor,Cleveland,232.6220645,232.5924848,232.0175833,236.5090526,240.508425,244.0444524,249.0520667,235.6169355,235.5966667,234.9934028,239.7988158,244.0750625,247.8568452,253.2235,238.6118065,238.6008485,237.9692222,243.0885789,247.6417,251.6692381,257.3949333,241.6066774,240.1928333,240.9450417,246.3783421,251.2083375,255.481631,261.5663667,244.6015484,243.1099697,243.9208611,249.6681053,254.774975,259.2940238,265.7378,247.5964194,246.0271061,246.8966806,252.9584737,258.3416125,263.1064167,269.9092333,250.5912903,248.9442424,249.8725,256.2552632,261.90825,266.9188095,274.0806667
Windsor,Detroit,53.860475,53.13065116,54.14991304,55.11283673,59.41423077,65.04587273,69.55003448,56.1104375,55.35081395,56.42967391,57.43658163,62.03288462,68.01359091,72.83060345,58.3604,57.57097674,58.70943478,59.76032653,64.65153846,70.98130909,76.11117241,60.6103625,59.79113953,60.98919565,62.08407143,67.27019231,73.47761818,79.39174138,62.860325,62.01130233,63.26895652,64.40781633,69.88619231,76.44138182,82.67231034,64.4165375,64.23146512,65.54669565,66.73156122,72.50107692,79.40514545,85.95287931,66.636,66.45162791,67.82195652,69.05530612,75.11596154,82.87745455,89.23344828
Windsor,Duluth,915.2985152,913.994,911.8122105,911.679725,910.530907,910.4762444,911.596,925.7685606,922.1288889,922.06,921.9425,920.7293605,920.6876111,921.9178125,935.6179394,932.3689444,932.3077895,932.20955,928.3489767,930.8989778,932.239625,946.0527727,942.609,942.5555789,942.4766,938.3996977,941.1103444,942.5614375,956.4876061,952.8490556,952.8033684,952.74365,948.4504186,951.3217111,952.88325,966.9224394,963.0891111,963.0511579,963.0107,958.5011395,961.5330778,963.2050625,976.8506061,973.3291667,970.2092105,973.27775,968.5518605,971.7444444,973.526875
Windsor,Hamilton,253.2716042,251.7749615,250.9548393,249.7677458,249.7584603,253.0567879,257.0199714,256.8277604,255.2127885,254.3355804,253.0772458,253.0927381,256.894697,260.9083571,260.38925,258.6506154,257.7163214,256.3867458,256.4270159,260.4944242,264.7967429,263.9507396,262.0884423,261.0970625,259.6962458,259.7612937,264.0941515,268.6851286,267.5122292,265.5262692,264.4778036,263.0057458,263.0955714,267.6938788,272.5735143,271.0737187,268.9640962,267.8585446,266.3152458,266.4298492,271.2936061,276.4619,274.6352083,272.4019231,271.2392857,269.6247458,269.764127,274.8933333,280.3502857
Windsor,Milwaukee,497.2395,498.3094286,498.3835217,499.5105417,499.4397308,497.6637407,493.9943448,504.37975,505.5247619,505.6040217,506.8080208,506.7425962,504.8513889,500.9412069,511.52,512.7400952,512.8245217,514.1055,514.0454615,512.039037,507.888069,518.66025,519.9554286,520.0450217,521.4029792,521.3483269,519.2266852,514.834931,525.8005,527.1707619,527.2655217,528.7004583,528.6511923,526.4143333,521.7817931,532.94075,534.3860952,534.4860217,535.9979375,535.9540577,533.6019815,528.7286552,543.045,541.6014286,541.7065217,543.2954167,543.2569231,540.7896296,535.6755172
Windsor,Montreal,687.042275,688.9243256,690.1404565,693.3986531,692.4828654,693.6872545,692.7399138,695.4353125,697.8655233,698.6532065,702.0517347,701.0707212,702.3219545,701.3171121,703.82835,706.9590909,709.320087,710.7041633,711.9598846,710.9566545,709.8943103,712.2213875,714.8248837,717.9200109,719.3565918,720.6561635,719.5913545,718.4715086,720.59685,723.325814,726.5199348,728.0090204,729.3524423,728.2260545,727.0487069,730.9361125,731.2380349,735.1198587,736.661449,738.0487212,736.8607545,735.6259052,739.352,739.6732558,743.7197826,745.3138776,746.745,745.4954545,744.2031034
Windsor,Thunder Bay,956.0598333,953.2695313,950.6166471,953.1846389,953.0908684,952.939675,951.6703023,966.3451667,963.4173438,964.3841176,964.2489583,964.0979605,961.1640625,962.6561047,976.3656,974.5490625,975.4712941,975.3132778,975.1050526,972.01525,973.641907,988.7608333,987.4686875,988.5163382,986.3775972,986.1121447,982.8664375,984.6277093,1000.005667,998.682875,999.7196176,997.4419167,997.1192368,993.717625,995.6135116,1011.2505,1011.737672,1012.917882,1010.390389,1008.126329,1004.568812,1006.599314,1022.48,1022.995625,1024.207353,1021.536111,1019.133421,1015.42,1017.585116
Windsor,Toledo,106.4983077,106.3918214,106.2631667,104.7922813,106.9107059,112.0881111,117.6640526,108.57,109.4076786,108.28575,106.6955469,108.9720588,114.5186111,120.4890789,110.6416923,111.4982143,110.3083333,108.601625,111.0334118,116.9491111,123.3141053,112.7133846,113.58875,112.3309167,110.5077813,113.0947647,119.3796111,126.1391316,114.7850769,115.6792857,114.3535,112.4139375,115.1561176,121.8101111,128.9641579,116.8567692,117.7698214,116.3760833,114.3200938,117.2174706,124.2406111,131.7891842,118.9284615,119.8603571,118.3986667,116.22625,119.2788235,126.6711111,134.6142105
Windsor,Toronto,302.160012,302.2146854,302.6529684,303.1216733,307.081486,310.6625929,313.9003025,306.1902711,306.6365169,307.1546316,307.1610644,311.399743,315.2280752,318.714916,310.2205301,310.6680674,311.1954316,311.2004554,315.718,319.7935575,323.5295294,314.6658916,315.1590843,315.2362316,315.2398465,319.8989206,324.3590398,328.3441429,318.7231084,319.2148202,319.2770316,319.2792376,324.2082523,328.9245221,333.1587563,323.2569819,323.2705562,323.3178316,323.3186287,328.5175841,333.4900044,337.9733697,327.3445783,327.3262921,327.3586316,327.3580198,332.8269159,338.0554867,342.7879832
